"1118216394284384257^'rt : tesla's lead in autonomousvehicles / they're dominating in data collection teslas have driven &gt; a billion real world mi'^2019-04-16^18:15:38^383"
"1118216416627269632^'why don't you buy one sir'^2019-04-16^18:15:43^2"
