"1118105902312296448^'rt : since the house intel and financial services committees have subpoenaed deutsche bank for info on trump's money busines'^2019-04-16^10:56:35^1892"
"1118216648350154754^'rt : intel committee chairman adam schiff says his panel is pursuing info from deutsche bank and other financial lenders as pa'^2019-04-16^18:16:39^9728"
"1118216665915973633^'typically people don't meet in person because there's no need to and real victims are afraid to get perped  poisoned  shot and kidnapped all work we do  we do online and via campaigning but intel loves to meet victims because they can swarm the victim and train their fucktards'^2019-04-16^18:16:43^7095"
