"1120119372511625221^'rt : cucumberfresh's  million subscriber giveaway! cucumber party popper -   (+ bonus  ) v-bucks! ( winners   v-bucks each) - nvid'^2019-04-22^00:17:23^1"
"1120119520784523264^'rt : cucumberfresh's  million subscriber giveaway! cucumber party popper -   (+ bonus  ) v-bucks! ( winners   v-bucks each) - nvid'^2019-04-22^00:17:59^2"
"1120119549494550529^'rt : cucumberfresh's  million subscriber giveaway! cucumber party popper -   (+ bonus  ) v-bucks! ( winners   v-bucks each) - nvid'^2019-04-22^00:18:06^2"
"1120124265796444160^'rt : cucumberfresh's  million subscriber giveaway! cucumber party popper -   (+ bonus  ) v-bucks! ( winners   v-bucks each) - nvid'^2019-04-22^00:36:50^0"
"1120124403243737088^'rt : cucumberfresh's  million subscriber giveaway! cucumber party popper -   (+ bonus  ) v-bucks! ( winners   v-bucks each) - nvid'^2019-04-22^00:37:23^0"
"1120124542662234112^'and thank you for all of your vids and streams that makes me very happy when i saw your vids and streams your the god of fortnite use code : fresh (in the itemshop)'^2019-04-22^00:37:56^0"
"1120124552393060352^'rt : cucumberfresh's  million subscriber giveaway! cucumber party popper -   (+ bonus  ) v-bucks! ( winners   v-bucks each) - nvid'^2019-04-22^00:37:58^0"
"1120124647243157504^'my nvidia is scuffed but thank you to for the new wrap i love yall so much loveeee smiling face with heart-shaped eyes'^2019-04-22^00:38:21^1110"
"1120124734484697095^'rt : my nvidia is scuffed but thank you to for the new wrap i love yall so much loveeee smiling face with heart-shaped eyes'^2019-04-22^00:38:42^6358"
"1120124752016883712^'rt : cucumberfresh's  million subscriber giveaway! cucumber party popper -   (+ bonus  ) v-bucks! ( winners   v-bucks each) - nvid'^2019-04-22^00:38:46^3"
"1120124799001481216^'rt : cucumberfresh's  million subscriber giveaway! cucumber party popper -   (+ bonus  ) v-bucks! ( winners   v-bucks each) - nvid'^2019-04-22^00:38:57^14"
"1120125052765106176^'rt : cucumberfresh's  million subscriber giveaway! cucumber party popper -   (+ bonus  ) v-bucks! ( winners   v-bucks each) - nvid'^2019-04-22^00:39:58^0"
"1120125072486703104^'rt : cucumberfresh's  million subscriber giveaway! cucumber party popper -   (+ bonus  ) v-bucks! ( winners   v-bucks each) - nvid'^2019-04-22^00:40:02^0"
"1120125146289848320^'survive the nazi presidency with webscale algorithms  only from nvidia'^2019-04-22^00:40:20^112"
"1120125220629540864^'rt : cucumberfresh's  million subscriber giveaway! cucumber party popper -   (+ bonus  ) v-bucks! ( winners   v-bucks each) - nvid'^2019-04-22^00:40:38^0"
"1120125228263321600^'rt : cucumberfresh's  million subscriber giveaway! cucumber party popper -   (+ bonus  ) v-bucks! ( winners   v-bucks each) - nvid'^2019-04-22^00:40:39^0"
"1120125248245047297^'rt : my nvidia is scuffed but thank you to for the new wrap i love yall so much loveeee smiling face with heart-shaped eyes'^2019-04-22^00:40:44^1127"
"1120125280880943104^'rt : cucumberfresh's  million subscriber giveaway! cucumber party popper -   (+ bonus  ) v-bucks! ( winners   v-bucks each) - nvid'^2019-04-22^00:40:52^0"
"1120125317337632768^'and you are the most pro fortnite player that i have every seen :)'^2019-04-22^00:41:01^0"
"1120125326233751552^'rt : cucumberfresh's  million subscriber giveaway! cucumber party popper -   (+ bonus  ) v-bucks! ( winners   v-bucks each) - nvid'^2019-04-22^00:41:03^0"
"1120125496015106048^'rt : rt + like =  code!'^2019-04-22^00:41:43^164"
"1120125602403704832^'rt : cucumberfresh's  million subscriber giveaway! cucumber party popper -   (+ bonus  ) v-bucks! ( winners   v-bucks each) - nvid'^2019-04-22^00:42:09^0"
"1120130398963605504^'rt : cucumberfresh's  million subscriber giveaway! cucumber party popper -   (+ bonus  ) v-bucks! ( winners   v-bucks each) - nvid'^2019-04-22^01:01:12^0"
"1120130407708516352^'rt : cucumberfresh's  million subscriber giveaway! cucumber party popper -   (+ bonus  ) v-bucks! ( winners   v-bucks each) - nvid'^2019-04-22^01:01:14^0"
"1120130561933303808^'rt : cucumberfresh's  million subscriber giveaway! cucumber party popper -   (+ bonus  ) v-bucks! ( winners   v-bucks each) - nvid'^2019-04-22^01:01:51^6"
"1120130589074571266^'rt nvidiageforce: ray tracing momentum continues to grow! unreal engine update  new rtx tech demos  and more read it all -'^2019-04-22^01:01:58^27"
"1120131322544922624^'rt : ray tracing momentum continues to grow! unreal engine update  new rtx tech demos  and more read it all -'^2019-04-22^01:04:52^25"
"1120131416237363200^'rt : oceanlotus apt more c: snortlauradesnoyers[]com nvidiabenjamiilliams[]club urielcallum[]com'^2019-04-22^01:05:15^584"
"1120131419483844608^'[ubuntu] ubuntu  won't boot with nvidia proprietary drivers ()'^2019-04-22^01:05:16^35"
"1120131685784252417^'rt : cucumberfresh's  million subscriber giveaway! cucumber party popper -   (+ bonus  ) v-bucks! ( winners   v-bucks each) - nvid'^2019-04-22^01:06:19^3"
"1120131707707899904^'rt : cucumberfresh's  million subscriber giveaway! cucumber party popper -   (+ bonus  ) v-bucks! ( winners   v-bucks each) - nvid'^2019-04-22^01:06:24^9"
"1120131991377149952^'rt : cucumberfresh's  million subscriber giveaway! cucumber party popper -   (+ bonus  ) v-bucks! ( winners   v-bucks each) - nvid'^2019-04-22^01:07:32^0"
"1120132073036099584^'rt : cucumberfresh's  million subscriber giveaway! cucumber party popper -   (+ bonus  ) v-bucks! ( winners   v-bucks each) - nvid'^2019-04-22^01:07:51^7"
"1120132291135590400^'rt : cucumberfresh's  million subscriber giveaway! cucumber party popper -   (+ bonus  ) v-bucks! ( winners   v-bucks each) - nvid'^2019-04-22^01:08:43^304"
"1120132297469173761^'rt : cucumberfresh's  million subscriber giveaway! cucumber party popper -   (+ bonus  ) v-bucks! ( winners   v-bucks each) - nvid'^2019-04-22^01:08:45^210"
"1120132301751373824^'rt : cucumberfresh's  million subscriber giveaway! cucumber party popper -   (+ bonus  ) v-bucks! ( winners   v-bucks each) - nvid'^2019-04-22^01:08:46^209"
"1120132364569649153^'rt : added my first rtx ray tracing example to my c++ open source repository: tri'^2019-04-22^01:09:01^90"
"1120132423147192320^'rt : cucumberfresh's  million subscriber giveaway! cucumber party popper -   (+ bonus  ) v-bucks! ( winners   v-bucks each) - nvid'^2019-04-22^01:09:15^1"
"1120132508807565312^'rt : cucumberfresh's  million subscriber giveaway! cucumber party popper -   (+ bonus  ) v-bucks! ( winners   v-bucks each) - nvid'^2019-04-22^01:09:35^1"
"1120132849368223744^'rt : cucumberfresh's  million subscriber giveaway! cucumber party popper -   (+ bonus  ) v-bucks! ( winners   v-bucks each) - nvid'^2019-04-22^01:10:57^7"
"1120132933904478210^'rt : cucumberfresh's  million subscriber giveaway! cucumber party popper -   (+ bonus  ) v-bucks! ( winners   v-bucks each) - nvid'^2019-04-22^01:11:17^26"
"1120133088267395072^'rt : ray tracing momentum continues to grow! unreal engine update  new rtx tech demos  and more read it all -'^2019-04-22^01:11:53^438"
"1120133133339226112^'rt : cucumberfresh's  million subscriber giveaway! cucumber party popper -   (+ bonus  ) v-bucks! ( winners   v-bucks each) - nvid'^2019-04-22^01:12:04^2"
"1120133151660105728^'rt : cucumberfresh's  million subscriber giveaway! cucumber party popper -   (+ bonus  ) v-bucks! ( winners   v-bucks each) - nvid'^2019-04-22^01:12:09^0"
"1120133152721137665^'u should just buy the nvidia'^2019-04-22^01:12:09^2610"
"1120133338503745538^'rt : cucumberfresh's  million subscriber giveaway! cucumber party popper -   (+ bonus  ) v-bucks! ( winners   v-bucks each) - nvid'^2019-04-22^01:12:53^57"
"1120133362281267200^'rt : cucumberfresh's  million subscriber giveaway! cucumber party popper -   (+ bonus  ) v-bucks! ( winners   v-bucks each) - nvid'^2019-04-22^01:12:59^0"
"1120133371433107456^'rt : cucumberfresh's  million subscriber giveaway! cucumber party popper -   (+ bonus  ) v-bucks! ( winners   v-bucks each) - nvid'^2019-04-22^01:13:01^2"
"1120133530481303552^'nvidia geforce rtx analysis  pc gear at gamescom  and q&amp;a | the full nerd ep '^2019-04-22^01:13:39^141"
"1120133612484136961^'thinking emoji  imagine if low overhead api's we're implemented correctly lul'^2019-04-22^01:13:58^94"
"1120133780327497728^'rt : cucumberfresh's  million subscriber giveaway! cucumber party popper -   (+ bonus  ) v-bucks! ( winners   v-bucks each) - nvid'^2019-04-22^01:14:38^13"
"1120133891753377792^'rt : added my first rtx ray tracing example to my c++ open source repository: tri'^2019-04-22^01:15:05^249"
"1120133973538037760^'rt : cucumberfresh's  million subscriber giveaway! cucumber party popper -   (+ bonus  ) v-bucks! ( winners   v-bucks each) - nvid'^2019-04-22^01:15:25^0"
"1120134066165231616^'megaport high end gaming-pc intel core i-k * nvidia geforce gtx gb * gb ssd adata ultimate * gb ddr * windows  * tb * wlan gamer pc computer desktop pc gaming computer rechner'^2019-04-22^01:15:47^44"
"1120134156153868288^'rt : cucumberfresh's  million subscriber giveaway! cucumber party popper -   (+ bonus  ) v-bucks! ( winners   v-bucks each) - nvid'^2019-04-22^01:16:08^0"
"1120134181965553665^'rt : cucumberfresh's  million subscriber giveaway! cucumber party popper -   (+ bonus  ) v-bucks! ( winners   v-bucks each) - nvid'^2019-04-22^01:16:14^0"
"1120134361976721408^'rt : the double ar headshot then the snipe hundred points symbol like  follow and retweet for more vids! fortnitenvidia fortnite fortnitebattleroya'^2019-04-22^01:16:57^259"
"1120134389764169728^'rt : cucumberfresh's  million subscriber giveaway! cucumber party popper -   (+ bonus  ) v-bucks! ( winners   v-bucks each) - nvid'^2019-04-22^01:17:04^0"
"1120134428825489410^'rt : nvidia's new sdk is part of the chipmaker's ongoing push to help make robotics development more accessible tcrobotics http'^2019-04-22^01:17:13^90"
"1120134524413853696^'rt : cucumberfresh's  million subscriber giveaway! cucumber party popper -   (+ bonus  ) v-bucks! ( winners   v-bucks each) - nvid'^2019-04-22^01:17:36^49"
"1120134530688401408^'rt : cucumberfresh's  million subscriber giveaway! cucumber party popper -   (+ bonus  ) v-bucks! ( winners   v-bucks each) - nvid'^2019-04-22^01:17:37^3"
"1120134654848159744^'rt : nvidia launches its isaac sdk to help democratize ai-powered robot development by'^2019-04-22^01:18:07^90"
"1120135184257626113^'rt : cucumberfresh's  million subscriber giveaway! cucumber party popper -   (+ bonus  ) v-bucks! ( winners   v-bucks each) - nvid'^2019-04-22^01:20:13^5"
"1120135250506604545^'tried to wrangle a bit more out of some ini tweaks  but the main thing is that the games built-in internal resolution slider produces notably worse results than nvidia's dsr options you need to change desktop res for dsr to work in ac though'^2019-04-22^01:20:29^104"
"1120135504874233856^'rt : cucumberfresh's  million subscriber giveaway! cucumber party popper -   (+ bonus  ) v-bucks! ( winners   v-bucks each) - nvid'^2019-04-22^01:21:30^3"
"1120135674089308160^'rt : cucumberfresh's  million subscriber giveaway! cucumber party popper -   (+ bonus  ) v-bucks! ( winners   v-bucks each) - nvid'^2019-04-22^01:22:10^0"
"1120135715038187520^'better drdisrespect rgblights pcgaming pcmasterrace pcsetup pc gamer gaming amd ryzen nvidia titanrtx meme memes pcgamer gpu radeon radeonvii csgo fortnite'^2019-04-22^01:22:20^1010"
"1120135826858397696^'rt : cucumberfresh's  million subscriber giveaway! cucumber party popper -   (+ bonus  ) v-bucks! ( winners   v-bucks each) - nvid'^2019-04-22^01:22:46^0"
"1120136244070162432^'enter for a chance to win this nvidia rtx ti! sweepstakes giveaway originpcfamily graphicsreinvented'^2019-04-22^01:24:26^4279"
"1120136329961062401^'rt : earth globe americas [worldwide giveaway] earth globe americas we've launched an nvidia geforce rtx  ti giveaway with timmac and nvidia geforce! wrapped present: nvidia ge'^2019-04-22^01:24:46^4279"
"1120136343282180101^'rt : cucumberfresh's  million subscriber giveaway! cucumber party popper -   (+ bonus  ) v-bucks! ( winners   v-bucks each) - nvid'^2019-04-22^01:24:50^3"
"1120136449930735616^'rt : cucumberfresh's  million subscriber giveaway! cucumber party popper -   (+ bonus  ) v-bucks! ( winners   v-bucks each) - nvid'^2019-04-22^01:25:15^2"
"1120136700846456832^'mine would have to be super mario bros when i realized that you could go behind everything to get to hidden items'^2019-04-22^01:26:15^43"
"1120136965893120000^'rt : cucumberfresh's  million subscriber giveaway! cucumber party popper -   (+ bonus  ) v-bucks! ( winners   v-bucks each) - nvid'^2019-04-22^01:27:18^0"
"1120137131580641285^'rt : cucumberfresh's  million subscriber giveaway! cucumber party popper -   (+ bonus  ) v-bucks! ( winners   v-bucks each) - nvid'^2019-04-22^01:27:57^2"
"1120137230591451136^'rt : cucumberfresh's  million subscriber giveaway! cucumber party popper -   (+ bonus  ) v-bucks! ( winners   v-bucks each) - nvid'^2019-04-22^01:28:21^74"
"1120137305753133056^'rt : cucumberfresh's  million subscriber giveaway! cucumber party popper -   (+ bonus  ) v-bucks! ( winners   v-bucks each) - nvid'^2019-04-22^01:28:39^0"
"1120137473030361089^'rt : cucumberfresh's  million subscriber giveaway! cucumber party popper -   (+ bonus  ) v-bucks! ( winners   v-bucks each) - nvid'^2019-04-22^01:29:19^2"
"1120137542127378432^'rt : earth globe americas [worldwide giveaway] earth globe americas we've launched an nvidia geforce rtx  ti giveaway with timmac and nvidia geforce! wrapped present: nvidia ge'^2019-04-22^01:29:35^1"
"1120137605062938624^'enter for a chance to win this nvidia rtx ti! sweepstakes giveaway originpcfamily graphicsreinvented'^2019-04-22^01:29:50^1"
"1120137631948529669^'rt : cucumberfresh's  million subscriber giveaway! cucumber party popper -   (+ bonus  ) v-bucks! ( winners   v-bucks each) - nvid'^2019-04-22^01:29:57^74"
"1120138279179968512^'rt : cucumberfresh's  million subscriber giveaway! cucumber party popper -   (+ bonus  ) v-bucks! ( winners   v-bucks each) - nvid'^2019-04-22^01:32:31^5"
"1120138296200499207^'rt : rt + like =  code!'^2019-04-22^01:32:35^9"
"1120138360725614593^'rt : cucumberfresh's  million subscriber giveaway! cucumber party popper -   (+ bonus  ) v-bucks! ( winners   v-bucks each) - nvid'^2019-04-22^01:32:51^0"
"1120138416350306304^'rt : cucumberfresh's  million subscriber giveaway! cucumber party popper -   (+ bonus  ) v-bucks! ( winners   v-bucks each) - nvid'^2019-04-22^01:33:04^0"
"1120138426614013952^'me: the nvidia shield is the best media player out there never had a problem nvidia shield: hold my beer'^2019-04-22^01:33:06^399"
"1120138606574624768^'rt : cucumberfresh's  million subscriber giveaway! cucumber party popper -   (+ bonus  ) v-bucks! ( winners   v-bucks each) - nvid'^2019-04-22^01:33:49^0"
"1120138722568224770^'rt : cucumberfresh's  million subscriber giveaway! cucumber party popper -   (+ bonus  ) v-bucks! ( winners   v-bucks each) - nvid'^2019-04-22^01:34:17^37"
"1120138727844663297^'rt : cucumberfresh's  million subscriber giveaway! cucumber party popper -   (+ bonus  ) v-bucks! ( winners   v-bucks each) - nvid'^2019-04-22^01:34:18^0"
"1120138774602760193^'ibuypower - rgb gaming desktop - intel core i-k - gb ddr memory - nvidia geforce rtx  - tb ssd solid state drive - best buy $  $'^2019-04-22^01:34:29^769"
"1120138776204808192^'rt : selling eon codes and nvidia codes dm or reply eon codes $ nvidia codes $'^2019-04-22^01:34:30^2610"
"1120138813148295168^'rt : cucumberfresh's  million subscriber giveaway! cucumber party popper -   (+ bonus  ) v-bucks! ( winners   v-bucks each) - nvid'^2019-04-22^01:34:38^8"
"1120138959928070150^'rt : cucumberfresh's  million subscriber giveaway! cucumber party popper -   (+ bonus  ) v-bucks! ( winners   v-bucks each) - nvid'^2019-04-22^01:35:13^0"
"1120139129780674560^'rt : cucumberfresh's  million subscriber giveaway! cucumber party popper -   (+ bonus  ) v-bucks! ( winners   v-bucks each) - nvid'^2019-04-22^01:35:54^0"
"1120139155051356161^'rt : cucumberfresh's  million subscriber giveaway! cucumber party popper -   (+ bonus  ) v-bucks! ( winners   v-bucks each) - nvid'^2019-04-22^01:36:00^0"
"1120139314183196672^'rt : cucumberfresh's  million subscriber giveaway! cucumber party popper -   (+ bonus  ) v-bucks! ( winners   v-bucks each) - nvid'^2019-04-22^01:36:38^8"
"1120139617032757248^'rt : cucumberfresh's  million subscriber giveaway! cucumber party popper -   (+ bonus  ) v-bucks! ( winners   v-bucks each) - nvid'^2019-04-22^01:37:50^49"
"1120139629037010947^'rt : cucumberfresh's  million subscriber giveaway! cucumber party popper -   (+ bonus  ) v-bucks! ( winners   v-bucks each) - nvid'^2019-04-22^01:37:53^2"
"1120139958986182656^'ibuypower - rgb gaming desktop - intel core i-k - gb ddr memory - nvidia geforce rtx'^2019-04-22^01:39:12^17"
"1120139981220012032^'do this'^2019-04-22^01:39:17^1"
"1120140086199427073^'rt : better drdisrespect rgblights pcgaming pcmasterrace pcsetup pc gamer gaming amd ryzen nvidia titanrtx meme me'^2019-04-22^01:39:42^321"
"1120140132617732097^'rt : giveaway time!! watchwin is back and we've partnered with to create an absolute beast workstation powered by an'^2019-04-22^01:39:53^4"
"1120140214821769218^'rt : are you into content creation? d design? or vr? enter our watchwin contest for a chance to win a high-performance qu'^2019-04-22^01:40:13^24396"
"1120140312528089088^'taiwan  nvidia team up to develop autonomous driving ecosystem chen issued the call when the national applied research laboratories under his ministry signed on april  a memorandum of understanding with nvidia on promoting autonomous driving technology'^2019-04-22^01:40:36^598"
"1120140424306417664^'rt : us tech companies founded by st or nd generation immigrants: '^2019-04-22^01:41:03^986"
"1120140471878205440^'rt : earth globe americas [worldwide giveaway] earth globe americas we've launched an nvidia geforce rtx  ti giveaway with timmac and nvidia geforce! wrapped present: nvidia ge'^2019-04-22^01:41:14^37"
"1120140503847071745^'rt : cucumberfresh's  million subscriber giveaway! cucumber party popper -   (+ bonus  ) v-bucks! ( winners   v-bucks each) - nvid'^2019-04-22^01:41:21^0"
"1120140506657382400^'enter for a chance to win this nvidia rtx ti! sweepstakes giveaway originpcfamily graphicsreinvented'^2019-04-22^01:41:22^37"
"1120140516224462848^'under the pact  nvidia will provide its drive constellation and drive sim platforms for use by the taiwan car lab inaugurated in february  by narlabs'^2019-04-22^01:41:24^598"
"1120140542145253376^'rt : cucumberfresh's  million subscriber giveaway! cucumber party popper -   (+ bonus  ) v-bucks! ( winners   v-bucks each) - nvid'^2019-04-22^01:41:31^0"
"1120140623305035776^'rt : cucumberfresh's  million subscriber giveaway! cucumber party popper -   (+ bonus  ) v-bucks! ( winners   v-bucks each) - nvid'^2019-04-22^01:41:50^1"
"1120140860623138816^'rt : cucumberfresh's  million subscriber giveaway! cucumber party popper -   (+ bonus  ) v-bucks! ( winners   v-bucks each) - nvid'^2019-04-22^01:42:47^0"
"1120140913475506177^'enter this origin pc x nvidia geforce x timmac worldwide rtx ti giveaway!'^2019-04-22^01:42:59^37"
"1120140972782784512^'rt : added my first rtx ray tracing example to my c++ open source repository: tri'^2019-04-22^01:43:13^30"
"1120141241704779776^'sale malaysia acer aspire v nitro (vn-g-d) - \/i-hq/gb ddr/gb+tb/nvidia gt buy here'^2019-04-22^01:44:17^11"
"1120141479178055680^'rt : mu editor now running on the jetson nano  running linux tegra  here connected to 's trinket mo'^2019-04-22^01:45:14^962"
"1120141603157499904^'rt : cucumberfresh's  million subscriber giveaway! cucumber party popper -   (+ bonus  ) v-bucks! ( winners   v-bucks each) - nvid'^2019-04-22^01:45:44^1"
"1120141656194310144^'rt : cucumberfresh's  million subscriber giveaway! cucumber party popper -   (+ bonus  ) v-bucks! ( winners   v-bucks each) - nvid'^2019-04-22^01:45:56^2"
"1120141975418748928^'hi ranjit and ash  i'm planning to get a new system specially to run adobe ps  lr  ae pp as smoothly as possible this is the laptop i might go for: dell g  i  gb tb hdd  ssd gb nvidia gtx  ti your opinions'^2019-04-22^01:47:12^11"
"1120142199843201024^'rt : cucumberfresh's  million subscriber giveaway! cucumber party popper -   (+ bonus  ) v-bucks! ( winners   v-bucks each) - nvid'^2019-04-22^01:48:06^0"
"1120142247440207872^'rt : cucumberfresh's  million subscriber giveaway! cucumber party popper -   (+ bonus  ) v-bucks! ( winners   v-bucks each) - nvid'^2019-04-22^01:48:17^0"
"1120142508602855424^'rt : cucumberfresh's  million subscriber giveaway! cucumber party popper -   (+ bonus  ) v-bucks! ( winners   v-bucks each) - nvid'^2019-04-22^01:49:19^3"
"1120142545088946176^'rt : cucumberfresh's  million subscriber giveaway! cucumber party popper -   (+ bonus  ) v-bucks! ( winners   v-bucks each) - nvid'^2019-04-22^01:49:28^0"
"1120142590991405057^'rt : how much does it cost to send $ around the world? with digibyte only  dgb which is about $ '^2019-04-22^01:49:39^4333"
"1120142639838318592^'rt : cucumberfresh's  million subscriber giveaway! cucumber party popper -   (+ bonus  ) v-bucks! ( winners   v-bucks each) - nvid'^2019-04-22^01:49:51^0"
"1120142766917419008^'trading eon or nvidia codes for xbox deep freeze bundle codesdizzy symbol so i give you a eon or nvidia code for a deep freeze bundle codemoney bag dmbellhop bell'^2019-04-22^01:50:21^188"
"1120142828351512576^'rt : earth globe americas [worldwide giveaway] earth globe americas we've launched an nvidia geforce rtx  ti giveaway with timmac and nvidia geforce! wrapped present: nvidia ge'^2019-04-22^01:50:36^6"
"1120142835301462017^'rt : cucumberfresh's  million subscriber giveaway! cucumber party popper -   (+ bonus  ) v-bucks! ( winners   v-bucks each) - nvid'^2019-04-22^01:50:37^0"
"1120142941018890240^'god bless'^2019-04-22^01:51:03^389"
"1120143001093672961^'rt : cucumberfresh's  million subscriber giveaway! cucumber party popper -   (+ bonus  ) v-bucks! ( winners   v-bucks each) - nvid'^2019-04-22^01:51:17^3"
"1120143186477772800^'rt : trading eon or nvidia codes for xbox deep freeze bundle codesdizzy symbol so i give you a eon or nvidia code for a deep freeze bundle cod'^2019-04-22^01:52:01^188"
"1120143239544299520^'rt : trading eon or nvidia codes for xbox deep freeze bundle codesdizzy symbol so i give you a eon or nvidia code for a deep freeze bundle cod'^2019-04-22^01:52:14^355"
"1120143326836084736^'rt : earth globe americas [worldwide giveaway] earth globe americas we've launched an nvidia geforce rtx  ti giveaway with timmac and nvidia geforce! wrapped present: nvidia ge'^2019-04-22^01:52:35^373"
"1120143402564247553^'enter for a chance to win this nvidia rtx ti! sweepstakes giveaway originpcfamily graphicsreinvented'^2019-04-22^01:52:53^373"
"1120143443022499841^'rt : earth globe americas [worldwide giveaway] earth globe americas we've launched an nvidia geforce rtx  ti giveaway with timmac and nvidia geforce! wrapped present: nvidia ge'^2019-04-22^01:53:02^159"
"1120143531564134400^'rt : cucumberfresh's  million subscriber giveaway! cucumber party popper -   (+ bonus  ) v-bucks! ( winners   v-bucks each) - nvid'^2019-04-22^01:53:23^0"
"1120143531757191169^'rt : cucumberfresh's  million subscriber giveaway! cucumber party popper -   (+ bonus  ) v-bucks! ( winners   v-bucks each) - nvid'^2019-04-22^01:53:23^0"
"1120143666507595778^'rt : are you into content creation? d design? or vr? enter our watchwin contest for a chance to win a high-performance qu'^2019-04-22^01:53:56^21"
"1120143947228229638^'rt : cucumberfresh's  million subscriber giveaway! cucumber party popper -   (+ bonus  ) v-bucks! ( winners   v-bucks each) - nvid'^2019-04-22^01:55:02^0"
"1120143969004867584^'rt : cucumberfresh's  million subscriber giveaway! cucumber party popper -   (+ bonus  ) v-bucks! ( winners   v-bucks each) - nvid'^2019-04-22^01:55:08^144"
"1120143985459310593^'rt : cucumberfresh's  million subscriber giveaway! cucumber party popper -   (+ bonus  ) v-bucks! ( winners   v-bucks each) - nvid'^2019-04-22^01:55:12^0"
"1120144050705838085^'enter for a chance to win this nvidia rtx ti! sweepstakes giveaway originpcfamily graphicsreinvented'^2019-04-22^01:55:27^159"
