"1118073741550989313^'rt : tonight's business headlines: - us stocks close lower - goldman sachs shares fall after revenues disappoint - lyft stock'^2019-04-16^08:48:47^3749"
"1118106780569964544^'yeah  score better'^2019-04-16^11:00:04^496"
"1118106821456220163^'intrinsyc announces availability of hardware development kit featuring qualcomm snapdragon  mobile platform'^2019-04-16^11:00:14^2429"
"1118217849573478406^'at least you got some fear in your mind this is their (rpro) first victory'^2019-04-16^18:21:25^20"
