"1123739367577673728^'good job microsoft'^2019-05-02^00:01:57^17"
"1123740048237711361^'data is the new scalpel: many micro improvements across the health system will enable us to achieve incredible outcomes; and data is what will drive this change  says gabe rijpma  of microsoft  oursihealthsystem'^2019-05-02^00:04:40^320"
"1123740049542131712^'he told me my very new return label was exp'd which was a bold face lie  said i had to call for their product you all sold me that i couldn't get a refund even if i returned it the defective headset has been returned as of today i expect a refund!'^2019-05-02^00:04:40^698"
"1123740090801577986^'is this like data from ? gta v alone sold  mln  pubg sold  mln'^2019-05-02^00:04:50^205"
"1123740101316685825^'rt :  joins on the mainstage at rhsummit register now to learn more about 's commitment'^2019-05-02^00:04:52^105"
"1123740131859599362^'microsoft's security chief explains why the company is eliminating passwords'^2019-05-02^00:05:00^133"
"1123740139400957954^'rt : java on visual studio -- april update is here  thanks to  small blue diamondjava  support small blue diamondmaven updates and enhancem'^2019-05-02^00:05:01^2540"
"1123740146669641728^'does anyone know how to save files from microsoft that say ""corrupted""? sos please help'^2019-05-02^00:05:03^267"
"1123740172032577537^'rt : age when they started their company bill gates (microsoft):  oprah winfrey (harpo):  reed hastings (netflix):  dor'^2019-05-02^00:05:09^910"
"1123740197143949312^'the chart reads right-to-left'^2019-05-02^00:05:15^1332"
"1123740218589360128^'rt : i'm not sure why microsoft selected a picture of a metal pipe with grip tape on it to introduce windows vista  but i'm'^2019-05-02^00:05:20^8"
"1123740241700052997^'i'm still under the impression they you are actually tswift  so please don't go to microsoft! purple heart'^2019-05-02^00:05:26^41"
"1123740246271758337^'rt : ""i think companies need to get away from grading people based on who works the most that would change how people use these'^2019-05-02^00:05:27^405"
"1123740250352885760^'rt : age when they started their company bill gates (microsoft):  oprah winfrey (harpo):  reed hastings (netflix):  dor'^2019-05-02^00:05:28^52"
"1123740294468571138^'new from azure: best practices in migrating sap applications to azure - part'^2019-05-02^00:05:38^235"
"1123740295307452416^'rt : free microsoft pfe assessment tool: ~~ ad acl scanner ~~ produces visual reports of nonstandard permission anomalies a'^2019-05-02^00:05:39^453"
"1123740350139576320^'i just had to tell my mom's  year old cousin to not fall for the microsoft phone scam i advised her to tell she would listen to them if they would first listen to her minute by minute review of got  battle for winterfeld face with tears of joyface with tears of joyface with tears of joy'^2019-05-02^00:05:52^93"
"1123740353243295745^'lake bill (gates) at microsoft hq campus: from d scan to vr immersive experience created with'^2019-05-02^00:05:52^3841"
"1123740380523126784^'how workday and microsoft are working closer together on apps - fortune via pointcloud'^2019-05-02^00:05:59^12089"
"1123740394225852416^'rt : microsoft updated their community standards on xbox to show what is and isn't acceptable trash talking this is the dif'^2019-05-02^00:06:02^3779"
"1123740412911468548^'rt : excited to share that our team is opening an engineering office in africa to build mixedreality and ai we are going to be'^2019-05-02^00:06:07^262"
"1123740513235025921^'rt : coast guard spouses will now have access to premium services for free for one full year we appreciate the s'^2019-05-02^00:06:31^3590"
"1123740522764480513^'rt : noticing a lot of splatting usage in the demos at pshsummit this year if you're unfamiliar with the concept  it's the usage'^2019-05-02^00:06:33^4107"
"1123740534735081479^'thanks obama! microsoft joins group seeking to kill off historic climate change lawsuits'^2019-05-02^00:06:36^127"
"1123740550639886336^'do the activists in brighton know that the leaders of xr are capitalist corporatists who want to sell the earth last resources to the corporations that have destroyed this earth in the name of profit and whom they serve?'^2019-05-02^00:06:40^261"
"1123740579727388675^'in the future  i will order my products directly from them as your phone customer service reps appear to be incapable of assisting customers in the event their is a need for an exchange or return! utterly disappointed as i had a high regard for microsoft'^2019-05-02^00:06:46^698"
"1123740585481863169^'rt : the letters in my essay when i'm making them bigger and changing them to bold in microsoft word'^2019-05-02^00:06:48^99"
"1123740605371301893^'this looks like something i'd do in five minutes on microsoft word for a school assignment i only partially care about'^2019-05-02^00:06:53^43"
"1123740631699021833^'tfw utorrent comes up when a random microsoft employee is remoted in to your pc'^2019-05-02^00:06:59^581"
"1123740635310252033^'rt : read read read read'^2019-05-02^00:07:00^11"
"1123740671796551680^'gaming is for everyone and this cause is something to get behind in glad microsoft developed a controller for those that might be limited in there own ways so come support and spread the positive vibes all!'^2019-05-02^00:07:08^184"
"1123740676963934208^'it's copied from the unreleased platinum games game  the microsoft one with the dinosaurs  ahhhhhhh scalebound that's right!'^2019-05-02^00:07:10^325882"
"1123740686170431496^'rt : age when they started their company bill gates (microsoft):  oprah winfrey (harpo):  reed hastings (netflix):  dor'^2019-05-02^00:07:12^1036"
"1123740699059478529^'microsoft joins group seeking to kill off historic climate change lawsuits'^2019-05-02^00:07:15^6245"
"1123740736564936704^'finally  the christian perspective on microsoft office '^2019-05-02^00:07:24^273542"
"1123740765576933376^'rt : we're partnering with the us department of veterans affairs to bring the xbox adaptive controller to veterans with limi'^2019-05-02^00:07:31^640"
"1123740771998470144^'rt : free microsoft pfe assessment tool: ~~ ad acl scanner ~~ produces visual reports of nonstandard permission anomalies a'^2019-05-02^00:07:32^3096"
"1123740782698082305^'microsoft edgehe ieliu lan qi tong yuan ce lue rao guo lou dong fen xi  settimeout(function(){alert(performance getentriesbytype (""resource"")[]name)} ); settimeout(function(){alert(performance getentries(""resource"")[]name)} );'^2019-05-02^00:07:35^1793"
"1123740895294234624^'systems engineer (microsoft  vmware) -- for top rated company in nashville (major bank)'^2019-05-02^00:08:02^538"
"1123740911924592642^'rt : finally  the christian perspective on microsoft office '^2019-05-02^00:08:06^532"
"1123740928370520067^'hey i would love to talk to an actual human at some point today so get it together before i go off on your employee when they answer'^2019-05-02^00:08:10^938"
"1123740932216692736^'rt : a blog post describing our upcoming oral presentation at ""deep infomax: learning good representations through mutu'^2019-05-02^00:08:10^169"
"1123740947420987394^'two phd researchers are among only  recipients in australia to be awarded an artificial_intelligence ""ai for earth"" azure award from to access data to develop a carbon interchange model of green stormwater infrastructure'^2019-05-02^00:08:14^373"
"1123740958410125314^'rt : this is fabulous and so very needed  especially in msp-supported networks where (often) too many people have admin righ'^2019-05-02^00:08:17^30"
"1123740966530310145^'rt : microsoft on tuesday became the second us company ever to close with a market capitalization of more than $ trillion apple bec'^2019-05-02^00:08:19^6"
"1123740966928756744^'rt : faqs on office  retention  disposal archiving microsoft'^2019-05-02^00:08:19^0"
"1123740981730390017^'i brought microsoft xbox one x on ebay coming on monday on may     i got  th generation video game consoles and handhelds  including sony playstation  pro  sony playstation vita  nintendo wii u  nintendo ds xl  th gen nintendo switch ~ baron tremayne caple/rainbow man'^2019-05-02^00:08:22^212"
"1123740987820511238^'grateful to all of the companies posting jobs on our robotsjobs marketplace and participating in our community       chestnut hill technologies  cleo robotics      ct pack apply robotics'^2019-05-02^00:08:24^245"
"1123740993927434240^'nice job with microsoft paint there!! ok hand signemoji modifier fitzpatrick type- looking at your profile pic  i think your benevolent leader  spanos  must've used the infinity gauntlet on the la chargers attendance  cause for a city and county with x the population of sd  y'all are pretty invisible'^2019-05-02^00:08:25^35"
"1123740999203852288^'these dedicated teachers showed up to their final microsoft innovative educator class ready to graduate! proud cobbintech cobbmie celebratekincaid'^2019-05-02^00:08:26^334"
"1123741007118467073^'rt : ""how afraid should you be of online pharmacies?"" asks from wsjhealth to stefano pessina from '^2019-05-02^00:08:28^164"
"1123741028253687808^'i brought microsoft xbox one x on ebay coming on monday on may     i got  th generation video game consoles and handhelds  including sony playstation  pro  sony playstation vita  nintendo wii u  nintendo ds xl  th gen nintendo switch ~ baron tremayne caple/rainbow man'^2019-05-02^00:08:33^43"
"1123741031340675074^'rt : which one of y'all cheers baba niggas working for microsoft hii ni nini tena'^2019-05-02^00:08:34^2079"
"1123741064186167300^'rt : today's news: now you can manage session lifetime using azuread conditional access our latest public preview gives you'^2019-05-02^00:08:42^1285"
"1123741067298394112^'rt : free microsoft pfe assessment tool: ~~ ad acl scanner ~~ produces visual reports of nonstandard permission anomalies a'^2019-05-02^00:08:43^568"
"1123741076576247820^'i brought microsoft xbox one x on ebay coming on monday on may     i got  th generation video game consoles and handhelds  including sony playstation  pro  sony playstation vita  nintendo wii u  nintendo ds xl  th gen nintendo switch ~ baron tremayne caple/rainbow man'^2019-05-02^00:08:45^24"
"1123741079948414976^'""people can quit social media "" foroux  who also runs industrial software automation company vartex  said ""it's more difficult to say  'i quit slack'"" via :'^2019-05-02^00:08:46^464"
"1123741089029152774^'rt : free microsoft pfe assessment tool: ~~ ad acl scanner ~~ produces visual reports of nonstandard permission anomalies a'^2019-05-02^00:08:48^111"
"1123741101427445762^'rt : it's true most a lot of workplaces use slack badly but it doesn't have to be that way! if you fail to set clear practices  rul'^2019-05-02^00:08:51^1035"
"1123741105412083713^'youtube suggests uploading in equirectangular format  but this doesn't look like that what do i do? additionally  since i have all these frames  what software do i use to put them all together? microsoft movie maker doesn't play well with custom aspect ratio videos help! (/)'^2019-05-02^00:08:52^681"
"1123741109987966978^'i brought microsoft xbox one x on ebay coming on monday on may     i got  th generation video game consoles and handhelds  including sony playstation  pro  sony playstation vita  nintendo wii u  nintendo ds xl  th gen nintendo switch ~ baron tremayne caple/rainbow man'^2019-05-02^00:08:53^144"
"1123741141189451777^'rt : finally  the christian perspective on microsoft office '^2019-05-02^00:09:00^1048"
"1123741141395021827^'first dibs on the microsoft's new (unreleased) chromium-powered edge browser'^2019-05-02^00:09:00^1146"
"1123741147136962561^'crooks using hacked microsoft email accounts to steal cryptocurrency cryptocurrency sophos email'^2019-05-02^00:09:02^1971"
"1123741155177455617^'i procrastinate so much that i still haven't updated my microsoft apps to recognize my name isn't a spelling error'^2019-05-02^00:09:04^322"
"1123741160630038532^'in the future  i will order my products directly from them as your phone customer service reps appear to be incapable of assisting customers in the event there is a need for an exchange or return! utterly disappointed as i had a high regard for microsoft'^2019-05-02^00:09:05^698"
"1123741161884200965^'if you want to make pewdiepie happy  donate  share and retweet this  unless you are chicken you've waited long enough endgame got fortnite apexlegends life twitch streaming xbox ps gamer humpday gofundme'^2019-05-02^00:09:05^68"
"1123741167953358856^'so why isnt microsoft pulling hellblade out of the ps and steam stores when they bought ninja theory  epic defenders? would be totally okay right according to your logic?'^2019-05-02^00:09:07^1905"
"1123741168842485762^'howto computing howto build : how to watch microsoft's keynote and what to expect'^2019-05-02^00:09:07^380"
"1123741187624636417^'rt : best selling computer games of all time (million units sold) the sims :  world of warcraft:  diablo iii:  m'^2019-05-02^00:09:11^103"
"1123741235699695616^'skype is terrible with features to connect me and indentify my neighbors meetup microsoft bing airbnb '^2019-05-02^00:09:23^171"
"1123741253684822016^'rt : finally  the christian perspective on microsoft office '^2019-05-02^00:09:27^117"
"1123741275591778305^'why your junk product win keeps updating?'^2019-05-02^00:09:32^28"
"1123741312967114753^'rt : windows ce is weird like one of those imitation windows  shells for winx  but it was real and microsoft charged'^2019-05-02^00:09:41^33"
"1123741339332632577^'rt : finally  the christian perspective on microsoft office '^2019-05-02^00:09:48^155"
"1123741353991725058^'doesn't match anything else so it's definitely microsoft'^2019-05-02^00:09:51^48"
"1123741357724655617^'rt : the letters in my essay when i'm making them bigger and changing them to bold in microsoft word'^2019-05-02^00:09:52^814"
"1123741359393923072^'rt : finally  the christian perspective on microsoft office '^2019-05-02^00:09:52^182"
"1123741360518062081^'rt : best selling computer games of all time (million units sold) the sims :  world of warcraft:  diablo iii:  m'^2019-05-02^00:09:53^2014"
"1123741405808156679^'rt : to build technology leadership in industry era  has teamed up with industrial firms to support the growing d'^2019-05-02^00:10:03^8"
"1123741409297743872^' names to know: the team leading microsoft's march into health care via'^2019-05-02^00:10:04^73"
"1123741410740588547^'rt : oh no we've seen this before what cracks me up is the defenders of epic doing this  lost their shit when'^2019-05-02^00:10:05^405"
"1123741435587715073^'microsoft's security chief explains why the company is eliminating passwords'^2019-05-02^00:10:11^150"
"1123741437441474560^'office  and new outlook simplified ribbon microsoft'^2019-05-02^00:10:11^145"
"1123741453920952324^'rt : finally  the christian perspective on microsoft office '^2019-05-02^00:10:15^340"
"1123741474150060035^'it's never too late just do it'^2019-05-02^00:10:20^2158"
"1123741501366861825^'rt : unpopular opinion: telegram / facebook will launch modern  fast  semi-centralized systems  fully scaled  and btc/eth wind up'^2019-05-02^00:10:26^5392"
"1123741556358483969^'right happened last wednesday and now again called microsoft they tell me i have to make a ticket online with a different account or they can't do anything even know i was talking to them on the phone even asked to speak to a supervisor they said the same thing'^2019-05-02^00:10:39^2"
"1123741589443158019^'sims e-girls rise up'^2019-05-02^00:10:47^41"
"1123741605813469185^'giving legal immunity to oil companies would be awful this baker-shultz plan is terrible carbon fee dividend is a good idea  however  and should be one part of a massive climate mobilization - but not packaged like this suebigoil'^2019-05-02^00:10:51^15657"
"1123741619444908033^'you say that but rocket league is one the most popular game and it being exclusive to epic now means epic going shopping like microsoft and thq nordic'^2019-05-02^00:10:54^323"
"1123741638508122114^'junk products!'^2019-05-02^00:10:59^28"
"1123741648800899072^'psssst- on xbox who have can get  microsoft points just for earning the ""kill the beast"" achievement starting today! i love doing these because you can save up the microsoft points redeem them for xbox gift cards ;) check out more at'^2019-05-02^00:11:01^49830"
"1123741658431016961^'microsoft: i will give the worst games for free sony: hold my beer'^2019-05-02^00:11:04^106"
"1123741676483284992^'keeping up with these conversations can seem like a full-time job after a while  the software goes from helping you work to making it impossible to get work done'^2019-05-02^00:11:08^330"
"1123741685438193665^'the comment re legal background at the top of the file is fascinating too'^2019-05-02^00:11:10^689"
"1123741715028946945^'rt : faqs on office  retention  disposal archiving microsoft'^2019-05-02^00:11:17^0"
"1123741717939855362^'rt : windows windows etc stolen long ago(hongkong china etc=thieves) microsoft better arr'^2019-05-02^00:11:18^141"
"1123741719198085120^'is slack ruining our jobs -- and lives?'^2019-05-02^00:11:18^1719"
"1123741729826455554^'microsoft edge dev  working torrent'^2019-05-02^00:11:21^8"
"1123741738705747968^'rt : free microsoft pfe assessment tool: ~~ ad acl scanner ~~ produces visual reports of nonstandard permission anomalies a'^2019-05-02^00:11:23^22"
"1123741738688970753^'anchorage ak usa - enrollment agent i - proficiency in microsoft office suite is required previous : proficiency in microsoft office suite is required previous experience processing credentials preferred previous sales'^2019-05-02^00:11:23^30"
"1123741811992821760^'rt : this downwards black arrow[?] is the first headline i've seen that fully captures the insidious danger of a fossil fuel industry campaign for'^2019-05-02^00:11:40^1061"
"1123741821266550795^'good thing for miku that she also owns microsoft'^2019-05-02^00:11:42^152"
"1123741822977740801^'tom clancy's ghost recon(r) wildlands - standard edition - xbox one x enhanced on sale - ps'^2019-05-02^00:11:43^1102"
"1123741836546330630^'medal of honor -- limitededition (microsoft xbox  ) ebay [?] ends in h heavy dollar sign last price usd  link symbol'^2019-05-02^00:11:46^3844"
"1123741863566020615^'rt : so why isnt microsoft pulling hellblade out of the ps and steam stores when they bought ninja theory  epic defenders?'^2019-05-02^00:11:53^145"
"1123741865885556737^'rt : public address loudspeaker now recommends microsoft defender as the best free antivirus protection party popperconfetti ball  cybersecurity'^2019-05-02^00:11:53^738"
"1123741869584912384^'""it is pronounced dan gerding or dan gerding?"" me: ""it's pronounced danger ding""'^2019-05-02^00:11:54^32"
"1123741880968257542^'rt : faqs on office  retention  disposal archiving microsoft'^2019-05-02^00:11:57^0"
"1123741885170888705^'passed all  of the microsoft certifications!!!!! thank you jesus!!!!!!!'^2019-05-02^00:11:58^471"
"1123741894096322562^'microsoft rolls out excel tool that turns phone pics into spreadsheets'^2019-05-02^00:12:00^6125"
"1123741901235134464^'rt : ""is it pronounced github or jithub?"" me: ""it's pronounced microsoft""'^2019-05-02^00:12:02^7084"
"1123741907128061957^'rt : communication seems like a good thing until you have too much of it it's so easy to communicate with job software like slac'^2019-05-02^00:12:03^914"
"1123741973242884096^'i don't know what potato aim is but i feel like i definitely suffer from it'^2019-05-02^00:12:19^1089"
"1123741976921350147^'it's microsoft threat protection you git'^2019-05-02^00:12:20^1051"
"1123741982722072576^'rt : age when they started their company bill gates (microsoft):  oprah winfrey (harpo):  reed hastings (netflix):  dor'^2019-05-02^00:12:21^264"
"1123742003890655232^'love it nices microsoft'^2019-05-02^00:12:26^2"
"1123742050606899201^'rt : age when they started their company bill gates (microsoft):  oprah winfrey (harpo):  reed hastings (netflix):  dor'^2019-05-02^00:12:37^20"
"1123742053404479490^'rt : did you see that we have partnered with   microsoft's game streaming platform for an exciting anti-cyberbullyi'^2019-05-02^00:12:38^1645"
"1123742067610607616^'la is fine since microsoft usually allows backpacks but the san jose venue is weirdly strict so im thinking face'^2019-05-02^00:12:41^136"
"1123742069275680774^'i had to start using the twitter app on the microsoft store it worked then try it'^2019-05-02^00:12:42^748"
"1123742070823424001^'rt : teacher : tell me name of any microsoft product ?? : ms excel : ms word :'^2019-05-02^00:12:42^84"
"1123742162666033152^'rt : this is one of the best deals the team has seen on a new xbox one x get microsoft's k console with a code for pubg for'^2019-05-02^00:13:04^70"
"1123742202746818560^'rt : tfw utorrent comes up when a random microsoft employee is remoted in to your pc'^2019-05-02^00:13:13^8577"
"1123742219050131456^'rt : oh ur graduating? have fun paying for the full microsoft office suite now nerd i'll just keeping handing the institute a'^2019-05-02^00:13:17^298"
"1123742228592066562^'microsoft outlook hackers stole crypto using victims' emails: report'^2019-05-02^00:13:20^107"
"1123742240646553600^'rt : a definition of done at microsoft: ""live in production  collecting telemetry that examines the hypothesis which motivated th'^2019-05-02^00:13:22^1083"
"1123742260129144835^'the journos want interplay to stalin him like microsoft stalin'd'^2019-05-02^00:13:27^88"
"1123742300713246724^'maybe i work in a unique environment as a remote worker or i'm particularly weird as a pm but this piece doesn't even remotely speak to my experience'^2019-05-02^00:13:37^944"
"1123742326017462277^'microsoft word -  cleaning the urinary drainage bagdoc'^2019-05-02^00:13:43^0"
"1123742357697044484^'rt : psssst- on xbox who have can get  microsoft points just for earning the ""kill the beast"" achievement sta'^2019-05-02^00:13:50^646"
"1123742449468420096^'rt : noticing a lot of splatting usage in the demos at pshsummit this year if you're unfamiliar with the concept  it's the usage'^2019-05-02^00:14:12^235"
"1123742489851121664^'skype is terrible with features to connect me and indentify my neighbors meetup microsoft bing airbnb '^2019-05-02^00:14:22^171"
"1123742492275425281^'microsoft ciso bret arsenault wants to eliminate passwords -'^2019-05-02^00:14:22^58"
"1123742507093909507^'rt : the letters in my essay when i'm making them bigger and changing them to bold in microsoft word'^2019-05-02^00:14:26^123"
"1123742508289331200^'rt : microsoft release windows  h insider preview build   ends friendly dates -'^2019-05-02^00:14:26^358"
"1123742529684475904^'rt : today's news: now you can manage session lifetime using azuread conditional access our latest public preview gives you'^2019-05-02^00:14:31^136"
"1123742539251683328^'fission superstar x  a self-proclaimed weird tour in a randomly generated space rogue-lite  launches later this month on xbox one from ! this one looks batshit crazy and i'm looking forward to playing this one! preorder page is live!'^2019-05-02^00:14:34^1748"
"1123742546285465612^'in the beginning was word - a technology workbook for christian learners: introduction to microsoft offic'^2019-05-02^00:14:35^217"
"1123742560407756802^'rt : if you get a moment and are interested  check out my new blog post ""four essential skills for microsoft az'^2019-05-02^00:14:39^551"
"1123742630100258818^'rt : age when they started their company bill gates (microsoft):  oprah winfrey (harpo):  reed hastings (netflix):  dor'^2019-05-02^00:14:55^100"
"1123742665592406016^'why microsoft says it's time to ditch cultural fit in favour of a new way of hiring'^2019-05-02^00:15:04^3044"
"1123742672647348224^'rt : slack and other workplace messaging services undermine their goal of increased productivity by becoming distractions  where u'^2019-05-02^00:15:05^198"
"1123742694499549184^'microsoft outlook email breach targeted cryptocurrency users - motherboard'^2019-05-02^00:15:11^1033"
"1123742700291989507^'rt : psssst- on xbox who have can get  microsoft points just for earning the ""kill the beast"" achievement sta'^2019-05-02^00:15:12^1"
"1123742716301541376^'we just talked about this  hours ago'^2019-05-02^00:15:16^673"
"1123742719577329664^'rt : codename: gonzo augmented reality using the mergecube + cardboard robot using arduino + microsoft data streamer lesson pla'^2019-05-02^00:15:17^3243"
"1123742750476783618^'rt : boss: how good are you at power point? me: i excel at it boss: was that a microsoft office pun? me: word rolling on the floor laughingface with stuck-out tongue and winking eye'^2019-05-02^00:15:24^9"
"1123742788913385473^'the baker-shultz plan would grant immunity to oil corporations and is awful i say sue the hell out of the bastards because they knew carbon fee dividend is a good idea  however  and should be one part of a massive climate mobilization suebigoil'^2019-05-02^00:15:33^15658"
"1123742790524055553^'meet the -year-old coder grabbing the attention of google  microsoft and michelle obama'^2019-05-02^00:15:34^134"
"1123742834899783681^'houston  a better place for livewith kill - shelters???'^2019-05-02^00:15:44^2047"
"1123742862615687170^'rt : it's easy to go from microsoft storsimple - to nasuni and azure! find out how: cloud migratio'^2019-05-02^00:15:51^6"
"1123742868131151872^'rt : faqs on office  retention  disposal archiving microsoft'^2019-05-02^00:15:52^0"
"1123742906567860225^'rt : microsoft joins group seeking to avoid historic climate change lawsuit || via guardian'^2019-05-02^00:16:01^576"
"1123742987106816003^'rt : formspro is my newest fascination 's videos are great for getting started! great work  megan smiling face with open mouth and smiling eyes'^2019-05-02^00:16:20^4675"
"1123742987756998656^'rt : best selling computer games of all time (million units sold) the sims :  world of warcraft:  diablo iii:  m'^2019-05-02^00:16:21^1920"
"1123743028097757186^'mark your calendar and join the event on facebook to get an alert you don't want to miss this!'^2019-05-02^00:16:30^340"
"1123743036704473090^'seeing all the product placement in normally makes me face with rolling eyes  but they did something with a surfacedial that's intrigued me well-played microsoft  well-played productplacement ncisla'^2019-05-02^00:16:32^1445"
"1123743047072866310^'rt : faqs on office  retention  disposal archiving microsoft'^2019-05-02^00:16:35^0"
