"1115406234323226624^0^0^'hashtag lenovo ideapad s touch -inch laptop (intel core i-hq   '^2019-04-09 00:09:04^2019-04-08 20:09:04^False^False^141^False^False^0.0^0.0"
"1115609448389664769^0^0^'computers|electronics|bluetooth|tech inch gaming laptop asus rog strix scar sam gb ram tb hdd+ ssd intel core i hq cpu nvidia geforce gtx '^2019-04-09 13:36:34^2019-04-09 09:36:34^False^False^44^False^False^0.0^0.0"
"1115610331366199296^0^0^'despite the blood bath we saw over crypto  nvidia's story remained intact and i believe we could see on order of magnitude to its market cap once ai and ml startups (that use gpus) reach maturation and go public analysis here $nvda $mlnx gpu fpga stocks'^2019-04-09 13:40:04^2019-04-09 09:40:04^False^False^7368^False^False^0.0^0.06666666666666667"
"1115610455370813442^0^0^'is this leaked benchmark the nvidia rtx  ti? probably not  but lets discuss why'^2019-04-09 13:40:34^2019-04-09 09:40:34^False^False^27086^False^False^0.0^0.0"
"1115610504368672768^0^0^'the ""manta"" sub orbital aircraft recently made this for the nvidia metropia  - vehicles of the future challenge check out more h'^2019-04-09 13:40:45^2019-04-09 09:40:45^False^False^136^False^False^0.16666666666666666^0.2916666666666667"
"1115610514099302401^0^0^'apparently  some users suffered from nvidia highlight crashes anthemgame anthem bioware ea'^2019-04-09 13:40:48^2019-04-09 09:40:48^False^False^150^False^False^0.05^0.35"
"1115610772984356865^0^0^'rt : we in constanta just open sourced tensorstream: a library for fast and simple gpu accelerated dl models inference on video'^2019-04-09 13:41:49^2019-04-09 09:41:49^None^False^1670^False^False^0.06666666666666667^0.48571428571428577"
"1115610880643878913^0^0^'nvidia's ai god | the arrival (-) via'^2019-04-09 13:42:15^2019-04-09 09:42:15^False^False^1310^False^False^0.0^0.0"
"1115611060315279360^0^0^'rt : how to run  and  on an nvidia jetson nano board ($)  an arm cortex a processo'^2019-04-09 13:42:58^2019-04-09 09:42:58^False^False^1636^False^False^0.0^0.0"
"1115611120017002496^0^0^'ingersoll $ir holder clark capital management group boosted position; mitchell capital management co lifted its stake in nvidia $nvda by $ '^2019-04-09 13:43:12^2019-04-09 09:43:12^False^False^99^False^False^0.0^0.0"
"1115611154460618752^0^0^'nvidia : ceo ties ai-driven medical advances to data-driven leaps in every industry nvidia stock marketscreener'^2019-04-09 13:43:20^2019-04-09 09:43:20^False^False^9102^False^False^0.0^0.0"
"1115611171854282753^0^0^'still dislike the hype around nvidia rtx ""wow  let's all get excited about a proprietary software that only works on a subset of nvidia cards  only on windows  decimates framerates  and produces results only marginally better than screen-space reflections or good cubemaps!""'^2019-04-09 13:43:25^2019-04-09 09:43:25^None^False^237^False^False^0.2642857142857143^0.8357142857142856"
"1115611256860360708^0^0^'rt :  and brought creators together from around the world and challenged them to visualize a futuristic'^2019-04-09 13:43:45^2019-04-09 09:43:45^None^False^6^False^False^0.0^0.0"
"1115611701938774017^0^0^'rt : acer nitro v gb ssd gb ram corei gb dedicated nvidia graphics windows  good battery life charger available'^2019-04-09 13:45:31^2019-04-09 09:45:31^None^False^288^False^False^0.55^0.5"
"1115611712239984641^0^0^'sager np "" thin light gaming laptop  "" fhd hz display  intel core i-h  nvidia rtx  gb ddr  gb ram  gb m ssd  windows  home amazon electronics technology tech gamingpc laptops laptop'^2019-04-09 13:45:33^2019-04-09 09:45:33^False^False^3915^False^False^0.0^0.775"
"1115611798156263424^0^0^'honestly  ti is still very much in spec for today's games  however depending on how nvidia pushes rtx it might be better to go in with a  to squeeze that extra bit of time out of it if the price gap isn't too big'^2019-04-09 13:45:54^2019-04-09 09:45:54^None^False^882^False^False^0.27199999999999996^0.37200000000000005"
"1115611852459913218^0^0^'nvidia ceo ties ai-driven medical advances to data-driven leaps in every industry'^2019-04-09 13:46:07^2019-04-09 09:46:07^False^False^68^False^False^0.0^0.0"
"1115611952154324992^0^0^'as nvidia $nvda stock declined  holder great west life assurance company decreased stake by $ million; brown brown $bro position has upped by fenimore asset management inc'^2019-04-09 13:46:31^2019-04-09 09:46:31^False^False^114^False^False^0.2^0.725"
"1115612006155935745^0^0^'vega  too slow need nvidia figure it out'^2019-04-09 13:46:43^2019-04-09 09:46:43^None^False^6^False^False^-0.30000000000000004^0.39999999999999997"
"1115612135449432064^0^0^'great'^2019-04-09 13:47:14^2019-04-09 09:47:14^None^False^1^False^False^0.8^0.75"
"1115612321387286528^0^0^'rt : earth globe americas [worldwide giveaway] earth globe americas we've launched an nvidia geforce rtx  ti giveaway with timmac and nvidia geforce! wrapped present: nvidia ge'^2019-04-09 13:47:59^2019-04-09 09:47:59^None^False^54^False^False^0.0^0.0"
"1115612347874316288^0^0^'enter for a chance to win this nvidia rtx ti! sweepstakes giveaway originpcfamily graphicsreinvented'^2019-04-09 13:48:05^2019-04-09 09:48:05^False^False^54^False^False^1.0^0.4"
"1115612370703753217^0^0^'enter for a chance to win this nvidia rtx ti! origin pc worldwide giveaway sweepstakes giveaway originpcfamily graphicsreinvented'^2019-04-09 13:48:10^2019-04-09 09:48:10^False^False^1^False^False^1.0^0.4"
"1115612390094135297^0^0^'the ""manta"" sub orbital aircraft recently made this for the nvidia metropia  - vehicles of the future challenge check out more here artstationhq metropia vehicle dart concept design plane aircraft substancepainter gameart future'^2019-04-09 13:48:15^2019-04-09 09:48:15^False^False^136^False^False^0.125^0.25"
"1115612416174202880^0^0^'rt : earth globe americas [worldwide giveaway] earth globe americas we're launching an nvidia geforce rtx  ti giveaway with and ! wrapped present nv'^2019-04-09 13:48:21^2019-04-09 09:48:21^None^False^1^False^False^0.0^0.0"
"1115612444905205761^0^0^'enter for a chance to win this nvidia rtx ti! sweepstakes giveaway originpcfamily graphicsreinvented'^2019-04-09 13:48:28^2019-04-09 09:48:28^False^False^1^False^False^1.0^0.4"
"1115612834128220161^0^0^'rt : new experimental build  posted! - realsense di - nvidia flow improved - multi-nic support - project specific custo'^2019-04-09 13:50:01^2019-04-09 09:50:01^None^False^161^False^False^0.08712121212121211^0.3265151515151515"
"1115613025162145792^0^0^'how to start mining vertcoin (vtc) on pool with nvidia and amd gpu's via'^2019-04-09 13:50:46^2019-04-09 09:50:46^False^False^3324^False^False^0.0^0.0"
"1115613025992683521^0^0^'another rtx graphics card?! nvidia turing rtxti raytracing leak rumor'^2019-04-09 13:50:47^2019-04-09 09:50:47^False^False^362^False^False^0.0^0.0"
"1115613197837438976^0^0^'rt : robot based on nvidia jetson is now mobile!'^2019-04-09 13:51:28^2019-04-09 09:51:28^False^False^169165^False^False^0.0^0.0"
"1115613286941069312^0^0^'rt : thrilled to be partnering with nvidia and to expand accelerate ai development and product use deployment in'^2019-04-09 13:51:49^2019-04-09 09:51:49^None^False^4^False^False^0.6^0.7"
"1115613366930767872^0^0^'rt : save ps on this gtx rog strix  gaming gb gddr graphics card and get exclusive fortnit'^2019-04-09 13:52:08^2019-04-09 09:52:08^None^False^10^False^False^0.0^0.0"
"1115613383695454208^0^0^'hashtag  lenovo flex  "" full hd -in- touchscreen ips gaming lapt '^2019-04-09 13:52:12^2019-04-09 09:52:12^False^False^141^False^False^0.35^0.55"
"1115613556441931782^0^0^'rt : congratulations to all the winners of nvidia metropia  art challenge and the rest of the   contestants your conc'^2019-04-09 13:52:53^2019-04-09 09:52:53^None^False^1496^False^False^0.0^0.0"
"1115613573340778497^0^0^'nvidia  american college of radiology partner on ai platform: frost sullivan found there were more than  ai startups focusing on medical imaging in  radiology artificialintelligence startups'^2019-04-09 13:52:57^2019-04-09 09:52:57^False^False^903^False^False^0.16666666666666666^0.16666666666666666"
"1115613808192393224^0^0^'rt : here are some shots of mechanical skeleton development for the artstation challenge nvidia metropia  robotics conc'^2019-04-09 13:53:53^2019-04-09 09:53:53^None^False^89^False^False^0.0^0.0"
"1115613858348052480^0^0^'rt : despite the blood bath we saw over crypto  nvidia's story remained intact and i believe we could see on order of magnitude'^2019-04-09 13:54:05^2019-04-09 09:54:05^None^False^394^False^False^0.0^0.0"
"1115614115983183874^0^0^'rt : sager np "" thin light gaming laptop  "" fhd hz display  intel core i-h  nvidia rtx  gb ddr  '^2019-04-09 13:55:07^2019-04-09 09:55:07^None^False^365^False^False^0.0^0.775"
"1115614179875086336^0^0^'just got introduced to this game and i see that's it's available on the nvidia shield when purchased on steam  can you use the nvidia shield controller?'^2019-04-09 13:55:22^2019-04-09 09:55:22^None^False^45^False^False^0.0^0.4"
"1115614409622151168^0^0^'rt : new experimental build  posted! - realsense di - nvidia flow improved - multi-nic support - project specific custo'^2019-04-09 13:56:17^2019-04-09 09:56:17^None^False^845^False^False^0.08712121212121211^0.3265151515151515"
"1115614737411256320^0^0^'rt : acer nitro v gb ssd gb ram corei gb dedicated nvidia graphics windows  good battery life charger available'^2019-04-09 13:57:35^2019-04-09 09:57:35^None^False^943^False^False^0.55^0.5"
"1115614737843347459^0^0^'congrats to the cassava virus action project on being selected as a finalist for fcworldchangingideas they're using 's minit  powered by nvidia gpus  to analyze the cassava plant watch their video to learn more: sequencingfarmers'^2019-04-09 13:57:35^2019-04-09 09:57:35^False^True^2775^False^False^0.3^0.3"
"1115614850242240512^0^0^'rt : a new tutorial is right around the corner: caffe nvcaffe objectdetection nvidia nvidiadigits cuda cudax cmake c'^2019-04-09 13:58:02^2019-04-09 09:58:02^None^False^10112^False^False^0.21103896103896103^0.4951298701298701"
"1115614918063968257^0^0^'rt : how to run  and  on an nvidia jetson nano board ($)  an arm cortex a processo'^2019-04-09 13:58:18^2019-04-09 09:58:18^False^False^474^False^False^0.0^0.0"
"1115614922988118016^0^0^'rt : earth globe americas [worldwide giveaway] earth globe americas we've launched an nvidia geforce rtx  ti giveaway with timmac and nvidia geforce! wrapped present: nvidia ge'^2019-04-09 13:58:19^2019-04-09 09:58:19^None^False^0^False^False^0.0^0.0"
"1115615056165838851^0^0^'rt : fdccis day  networking session '^2019-04-09 13:58:51^2019-04-09 09:58:51^None^False^6527^False^False^0.0^0.0"
"1115615114596687872^0^0^'friends  do you understand what beth is saying here? smart girl with guts really smart girl'^2019-04-09 13:59:05^2019-04-09 09:59:05^None^False^107^False^False^0.21428571428571427^0.6428571428571429"
"1115615205810032642^0^0^'enter for a chance to win this nvidia rtx ti! sweepstakes giveaway originpcfamily graphicsreinvented'^2019-04-09 13:59:26^2019-04-09 09:59:26^False^False^0^False^False^1.0^0.4"
"1115615287787782146^0^0^'how nvidia and nixxes worked together to deliver shadow of the tomb raider's unique dxr implementation talks to key developers from both firms in an extended interview - and delivers exhaustive benchmarks and comparisons:'^2019-04-09 13:59:46^2019-04-09 09:59:46^False^False^36128^False^False^0.1875^1.0"
"1115615350706536449^0^0^'rt : how nvidia and nixxes worked together to deliver shadow of the tomb raider's unique dxr implementation ta'^2019-04-09 14:00:01^2019-04-09 10:00:01^None^False^1149^False^False^0.375^1.0"
"1115615361175625729^0^0^'rt : how nvidia and nixxes worked together to deliver shadow of the tomb raider's unique dxr implementation ta'^2019-04-09 14:00:03^2019-04-09 10:00:03^None^False^396^False^False^0.375^1.0"
"1115615413143056384^0^0^'dive deeper into ai for pharma join nvidia's webinar with insilico medicine  inc on  april and discover how technology is revolutionizing drug discovery sign up here:'^2019-04-09 14:00:16^2019-04-09 10:00:16^False^False^74^False^False^0.0^0.0"
"1115615481203793920^0^0^'rt :  nvidia code left winking face rt+follow herb tag  friends!shrugzero width joinermale sign[?] winner dmpill ends soon fire'^2019-04-09 14:00:32^2019-04-09 10:00:32^False^False^19^False^False^0.0^0.0"
"1115615598791229440^0^0^'headlines: predicts apple's piece of the consumer health pie - offers ai tools - raises $m - software error leads to breach'^2019-04-09 14:01:00^2019-04-09 10:01:00^False^False^4810^False^False^0.1^0.0"
"1115615618546401280^0^0^'rt : giveaway time!! watchwin is back and we've partnered with to create an absolute beast workstation powered by an'^2019-04-09 14:01:05^2019-04-09 10:01:05^None^False^1358^False^False^0.1^0.45"
"1115615727011139585^0^0^'although nvidia has to hold right here or it's back to ?'^2019-04-09 14:01:31^2019-04-09 10:01:31^None^False^577^False^False^0.14285714285714285^0.26785714285714285"
"1115616087079567361^0^0^'rt : congratulations to all the winners of nvidia metropia  art challenge and the rest of the   contestants your conc'^2019-04-09 14:02:56^2019-04-09 10:02:56^None^False^105^False^False^0.0^0.0"
"1115616248396697600^0^0^'rt : dell gb ram gb ssd cori gb dedicated graphics nvidia for   naira only mad mad collision symbolcollision symbolcollision symbolcollision symbolcollision symbolcollision symbolcollision symbol'^2019-04-09 14:03:35^2019-04-09 10:03:35^False^False^1880^False^False^-0.4166666666666667^1.0"
"1115616337676722177^0^0^'rt : the ""manta"" sub orbital aircraft recently made this for the nvidia metropia  - vehicles of the future challenge che'^2019-04-09 14:03:56^2019-04-09 10:03:56^None^False^674^False^False^0.0^0.1875"
"1115616587095003136^0^0^'netapp financial services summit: nvidia and the benefits of ai/big data'^2019-04-09 14:04:56^2019-04-09 10:04:56^False^False^90^False^False^0.0^0.0"
"1115616620678746113^0^0^'jim at has quite the indictment of high intel cpu and nvidia graphics card prices for mid to high-end gaming pc builds'^2019-04-09 14:05:04^2019-04-09 10:05:04^False^False^8238^False^False^0.08^0.26999999999999996"
"1115617013114834944^0^0^'rt : rt : uk daily deals: save % off everything at dell  including laptops  desktops and more ( hour flash sale) ps off alienware area m with nvidia geforce rtx  dell inspiron g  gaming laptop for ps '^2019-04-09 14:06:37^2019-04-09 10:06:37^False^False^67^False^False^0.25^0.25"
"1115617013257211904^0^0^'rt : how nvidia and nixxes worked together to deliver shadow of the tomb raider's unique dxr implementation ta'^2019-04-09 14:06:37^2019-04-09 10:06:37^None^False^185^False^False^0.375^1.0"
"1115617081267875840^0^0^'rt : knight rider is back? car summon system is now here!  thanks to 's tech you will soon be able to autonomou'^2019-04-09 14:06:53^2019-04-09 10:06:53^None^False^1054^False^False^0.2333333333333333^0.27499999999999997"
"1115617319672107008^0^0^'rt : giveaway time!! watchwin is back and we've partnered with to create an absolute beast workstation powered by an'^2019-04-09 14:07:50^2019-04-09 10:07:50^None^False^137^False^False^0.1^0.45"
"1115617330761850880^0^0^'rt : despite the blood bath we saw over crypto  nvidia's story remained intact and i believe we could see on order of magnitude'^2019-04-09 14:07:53^2019-04-09 10:07:53^None^False^823^False^False^0.0^0.0"
"1115617347862241280^0^0^'nvidia inks its largest deal ever via'^2019-04-09 14:07:57^2019-04-09 10:07:57^False^False^2^False^False^0.0^0.0"
"1115617405454229504^0^0^'rt : morning! i have two giveaway winners to pick today: one for the elgato stream deck mini and one for the nvidia battlefiel'^2019-04-09 14:08:11^2019-04-09 10:08:11^None^False^342^False^False^0.0^0.0"
"1115617581661130752^0^0^'rt : announced at wmif  ai-lab integrates the nvidia clara ai toolkit  enabling radiologists nationwide to devel'^2019-04-09 14:08:53^2019-04-09 10:08:53^None^False^2476^False^False^0.0^0.0"
"1115617611050446848^0^0^'""our collaboration with sas will help enterprise customers extract the true value of ai for their company "" said ian buck  vice president and general manager of accelerated computing at nvidia famousianbucks'^2019-04-09 14:09:00^2019-04-09 10:09:00^False^False^218^False^False^0.2^0.575"
"1115617839589875712^0^0^'wtf? x max for a quadro rtx ? with adaptater display port to dvi'^2019-04-09 14:09:54^2019-04-09 10:09:54^None^False^0^False^False^-0.5^1.0"
"1115617863019245568^0^0^'hpe at sido tomorrow lyon france: come to discuss ai edgecomputing iiot smartcity with many experts - partners hpeiot intelligentedge'^2019-04-09 14:10:00^2019-04-09 10:10:00^False^False^20604^False^False^0.5^0.5"
"1115617866273914880^0^0^'nvidia expands driverless vehicle partnership with toyota via'^2019-04-09 14:10:01^2019-04-09 10:10:01^False^False^2^False^False^0.0^0.0"
"1115617905574649856^0^0^'dell xps-blk desktop (th generation intel core i  gb ram   tb hdd) nvidia geforce gtx ti - xps-blk'^2019-04-09 14:10:10^2019-04-09 10:10:10^False^False^3873^False^False^0.0^0.0"
"1115618008381235200^0^0^'rt : earth globe americas [worldwide giveaway] earth globe americas we're launching an nvidia geforce rtx  ti giveaway with and ! wrapped present nv'^2019-04-09 14:10:35^2019-04-09 10:10:35^None^False^2^False^False^0.0^0.0"
"1115618057467174913^0^0^'zevenbergen capital investments has raised its holding in nvidia $nvda as share price declined; cisco systems $csco holder quantbot technologies lp has increased stake'^2019-04-09 14:10:46^2019-04-09 10:10:46^False^False^81^False^False^0.0^0.0"
"1115618064756875264^0^0^'enter for a chance to win this nvidia rtx ti! sweepstakes giveaway originpcfamily graphicsreinvented'^2019-04-09 14:10:48^2019-04-09 10:10:48^False^False^2^False^False^1.0^0.4"
"1115618150173806592^0^0^'working with unreal engine  ray tracing technology + dx engine: game: dragon step'^2019-04-09 14:11:08^2019-04-09 10:11:08^False^False^1773^False^False^-0.4^0.4"
"1115618166007324672^0^0^'rt : day  wmif join drs dreyer and andriole for the session ""last mile: fully implementing ai in healthcare""'^2019-04-09 14:11:12^2019-04-09 10:11:12^None^False^228^False^False^0.0^0.06666666666666667"
"1115618323067224064^0^0^'you can fix that in the nvidia control panel'^2019-04-09 14:11:50^2019-04-09 10:11:50^None^False^69^False^False^0.0^0.0"
"1115618409176358917^0^0^'i've been told that rtx handles lighting better than the gtx  series  also i got the  for $ w/  year warranty'^2019-04-09 14:12:10^2019-04-09 10:12:10^False^False^62^False^False^0.5^0.5"
"1115618558166360065^0^0^'the coolest thing is that this even runs on the new jetson nano!'^2019-04-09 14:12:46^2019-04-09 10:12:46^None^False^292^False^False^0.17045454545454544^0.45454545454545453"
"1115618581281222656^0^0^'rt : how nvidia and nixxes worked together to deliver shadow of the tomb raider's unique dxr implementation ta'^2019-04-09 14:12:51^2019-04-09 10:12:51^None^False^178^False^False^0.375^1.0"
"1115618582275215360^0^0^'* if this was just any company surveying it's customers this might not mean much  but remember arm's customers are amazon  google  nvidia  amd  intel  qualcomm  samsung  etc etc'^2019-04-09 14:12:51^2019-04-09 10:12:51^None^False^12^False^False^0.178125^0.44375"
"1115618636691955712^0^0^'nvidia ceo ties ai-driven medical advances to data-driven leaps in every industry []'^2019-04-09 14:13:04^2019-04-09 10:13:04^False^False^41^False^False^0.0^0.0"
"1115618854317776897^0^0^'rt : doesn't matter yet whether you have tesla fsd computer or tesla nvidia-based computer when it does matter lat'^2019-04-09 14:13:56^2019-04-09 10:13:56^None^False^420^False^False^0.0^0.0"
"1115618896248053760^0^0^'airbnb turns to deep learning to supercharge their search rankings'^2019-04-09 14:14:06^2019-04-09 10:14:06^False^False^26059^False^False^0.0^0.4"
"1115618907560263681^0^0^'airbnb turns to deep learning to supercharge their search rankings'^2019-04-09 14:14:09^2019-04-09 10:14:09^False^False^13068^False^False^0.0^0.4"
"1115619032592519170^0^0^'rt : robot based on nvidia jetson is now mobile!'^2019-04-09 14:14:39^2019-04-09 10:14:39^False^False^1042^False^False^0.0^0.0"
"1115619223777292288^0^0^'rt : how nvidia and nixxes worked together to deliver shadow of the tomb raider's unique dxr implementation ta'^2019-04-09 14:15:24^2019-04-09 10:15:24^None^False^113^False^False^0.375^1.0"
"1115619265560756224^0^0^'rt : ""i think the patient has to be entrusted with their own data  and then they direct how that data gets used when we're brou'^2019-04-09 14:15:34^2019-04-09 10:15:34^None^False^6170^False^False^0.35^0.7"
"1115619298268057600^0^0^'rt : nice to see a speed record with  volta v gpus to train on imagenet with apache mxnet in  minutes check out fujitsu'^2019-04-09 14:15:42^2019-04-09 10:15:42^None^False^342^False^False^0.6^1.0"
"1115619331726041090^0^0^'airbnb turns to deep learning to supercharge their search rankings'^2019-04-09 14:15:50^2019-04-09 10:15:50^False^False^18929^False^False^0.0^0.4"
"1115619371446091776^0^0^'nvidia ceo ties ai-driven medical advances to data-driven leaps in every industry'^2019-04-09 14:16:00^2019-04-09 10:16:00^False^False^68^False^False^0.0^0.0"
"1115619389687119873^0^0^'nvidia enterprise innovations day'^2019-04-09 14:16:04^2019-04-09 10:16:04^False^False^131^False^False^0.0^0.0"
"1115619420351627265^0^0^'rt : giveaway time!! watchwin is back and we've partnered with to create an absolute beast workstation powered by an'^2019-04-09 14:16:11^2019-04-09 10:16:11^None^False^77^False^False^0.1^0.45"
"1115619435652448257^0^0^'acer laptop swift  sf-g-k intel core i th gen u ( ghz)  gb lpddr memory  gb ssd nvidia geforce mx "" windows  $ /r/laptopdeals tech'^2019-04-09 14:16:15^2019-04-09 10:16:15^False^False^26^False^False^0.0^0.0"
"1115619437560909831^0^0^'razer - blade "" gaming laptop - intel core i - gb memory - nvidia geforce gtx  max-q - tb hdd + gb ssd - black cnc aluminum $ $ off /r/laptopdeals tech'^2019-04-09 14:16:15^2019-04-09 10:16:15^False^False^26^False^False^-0.16666666666666666^0.43333333333333335"
"1115619523648864256^0^0^'cramer: setbacks in apple  nvidia  mccormick have been 'terrific' buying opportunities'^2019-04-09 14:16:36^2019-04-09 10:16:36^False^False^860^False^False^0.0^1.0"
"1115619592309702656^0^0^'rt : closing date for applications is april th  days remaining! computing power won't hold back our animation reside'^2019-04-09 14:16:52^2019-04-09 10:16:52^None^False^1892^False^False^0.0^0.0"
"1115619653760503815^0^0^'heading to googlenext? be sure to stop by the nvidia booth  to experience the next generation of nvidiavgpu powered by nvidia t  the most versatile cloud gpu to date'^2019-04-09 14:17:07^2019-04-09 10:17:07^False^False^251^False^False^0.3333333333333333^0.46296296296296297"
"1115619841455665152^0^0^'rt : nvidia expands driverless vehicle partnership with toyota via'^2019-04-09 14:17:52^2019-04-09 10:17:52^False^False^1256^False^False^0.0^0.0"
"1115619908891467781^0^0^'rt : this is  i believe  the start of the first build of a kaya robot outside of the hallowed halls of nvi'^2019-04-09 14:18:08^2019-04-09 10:18:08^None^False^211^False^False^0.125^0.19166666666666665"
"1115620305207209985^0^0^'i had the same bug myself updated my nvidia drivers the other day and haven't had it since very strange'^2019-04-09 14:19:42^2019-04-09 10:19:42^None^False^225^False^False^-0.06333333333333334^0.2316666666666667"
"1115620336966557696^0^0^'rt : closing date for applications is april th  days remaining! computing power won't hold back our animation reside'^2019-04-09 14:19:50^2019-04-09 10:19:50^None^False^6794^False^False^0.0^0.0"
"1115620352707649542^0^0^'nvidia shield tv  now have google play sponsored channel if you disabled  it enables on the next use'^2019-04-09 14:19:53^2019-04-09 10:19:53^None^False^17^False^False^-0.1^0.15"
"1115620651275100160^0^0^'get your applications in asap!'^2019-04-09 14:21:05^2019-04-09 10:21:05^None^False^284^False^False^0.0^0.0"
"1115620799652585473^0^0^'rt : earth globe americas [worldwide giveaway] earth globe americas we've launched an nvidia geforce rtx  ti giveaway with timmac and nvidia geforce! wrapped present: nvidia ge'^2019-04-09 14:21:40^2019-04-09 10:21:40^None^False^0^False^False^0.0^0.0"
"1115620821169594368^0^0^'rt : anthem ces nvidia showcase anthem bioware ea nvidia ces ces xboxonex xboxone pspr'^2019-04-09 14:21:45^2019-04-09 10:21:45^False^False^3548^False^False^0.0^0.0"
"1115620949297127429^0^0^'rt : congratulations to all the winners of nvidia metropia  art challenge and the rest of the   contestants your conc'^2019-04-09 14:22:16^2019-04-09 10:22:16^None^False^26^False^False^0.0^0.0"
"1115620969211502599^0^0^'rt : we are offering cost-effective vdi ready server bundles with special pricing on nvidia gridvpc  sized to deliver the'^2019-04-09 14:22:20^2019-04-09 10:22:20^None^False^104^False^False^0.2785714285714286^0.5357142857142857"
"1115621113579626497^0^0^'lenovo legion y-ich gaming core(tm) i-h ghz tb+gb optane gb "" (x) bt win webcam nvidia(r) gtx ti mb black backlit keyboard price rs   /-'^2019-04-09 14:22:55^2019-04-09 10:22:55^False^False^86^False^False^0.3166666666666667^0.4166666666666667"
